text,diggCount,uniqueId,createTimeISO,videoWebUrl,language,sentiment,category
kalite ekrandan cikti selam verdi,64,m.1tkashitsu,2022-08-13 07:09:42+00:00,https://www.tiktok.com/@reclowe/video/7130629037566840070,Other,Neutral,Other
И ты ещё старше его,2396,l0shara_eban1y,2025-01-19 11:24:47+00:00,https://www.tiktok.com/@reclo_live/video/7461554181908729093,Other,Neutral,Other
Бой с тенью,1090,sosopopa14,2025-01-19 14:36:38+00:00,https://www.tiktok.com/@reclo_live/video/7461554181908729093,Other,Neutral,Other
"Так и появился он, Тайлер Дерден",735,artik_657572,2025-01-19 11:52:11+00:00,https://www.tiktok.com/@reclo_live/video/7461554181908729093,Other,Neutral,Other
устраняет конкурента,107,zloykartel,2025-01-19 13:53:56+00:00,https://www.tiktok.com/@reclo_live/video/7461554181908729093,Other,Neutral,Other
борьба с самим собой?,3,streatroul,2025-01-21 04:07:22+00:00,https://www.tiktok.com/@reclo_live/video/7461554181908729093,Other,Neutral,Other
(он годится в сыновья),61,chupackabra_anusniy,2025-01-19 14:33:15+00:00,https://www.tiktok.com/@reclo_live/video/7461554181908729093,Other,Neutral,Other
"как он мог флиртовать с моей девушкой, если ей 95 лет",12,ridir_orig,2025-01-19 14:21:46+00:00,https://www.tiktok.com/@reclo_live/video/7461554181908729093,Other,Neutral,Other
с самим собой не как нельзя драться,5,diablo_gg1,2025-01-19 14:39:38+00:00,https://www.tiktok.com/@reclo_live/video/7461554181908729093,Other,Neutral,Other
человек паук враг в отражении,3,nvitor1,2025-02-17 10:11:04+00:00,https://www.tiktok.com/@reclo_live/video/7461554181908729093,Other,Neutral,Other
френдли фаер,21,banka11228,2025-01-19 11:46:29+00:00,https://www.tiktok.com/@reclo_live/video/7461554181908729093,Other,Neutral,Other
Враг в отражении,1,slumberre,2025-02-16 14:52:29+00:00,https://www.tiktok.com/@reclo_live/video/7461554181908729093,Other,Neutral,Other
чтобы превзойти противника — прежде всего превзойди самого себя,2,mashzero32,2025-01-20 23:58:02+00:00,https://www.tiktok.com/@reclo_live/video/7461554181908729093,Other,Neutral,Other
она хоть извинилась ?,52,aomine_moded,2025-01-19 14:41:14+00:00,https://www.tiktok.com/@reclo_live/video/7461554181908729093,Other,Neutral,Other
бой со своим отражением,72,frog_mantt,2025-01-19 14:51:05+00:00,https://www.tiktok.com/@reclo_live/video/7461554181908729093,Other,Neutral,Other
"жаным гоку, веджета",43,darkmaang,2025-01-19 13:53:24+00:00,https://www.tiktok.com/@reclo_live/video/7461554181908729093,Other,Neutral,Other
Бой с тенью получается?,5,bashameaizen,2025-01-20 09:22:33+00:00,https://www.tiktok.com/@reclo_live/video/7461554181908729093,Other,Neutral,Other
"""он сказал ей привет""",1,ruufy_,2025-01-21 15:18:12+00:00,https://www.tiktok.com/@reclo_live/video/7461554181908729093,Other,Neutral,Other
сам с собой *,1,govbsik,2025-01-23 19:10:47+00:00,https://www.tiktok.com/@reclo_live/video/7461554181908729093,Other,Neutral,Other
"""Это моя добыча""",1,user167srf6yf6,2025-02-21 18:24:25+00:00,https://www.tiktok.com/@reclo_live/video/7461554181908729093,Other,Neutral,Other
парнем*,1,_.atriel._,2025-01-20 09:17:38+00:00,https://www.tiktok.com/@reclo_live/video/7461554181908729093,Other,Neutral,Other
"hi! i didnt find the store in naver map, only the youngdeungpo one, would you mind telling the complete address?",4,iluvunit,2025-06-23 21:03:02+00:00,https://www.tiktok.com/@j1w0nhan/video/7519071525308239111,English,Neutral,Other
hello! what’s the design and colour that you bought? 🥰,0,laudefensora,2026-07-19 06:05:26+00:00,https://www.tiktok.com/@j1w0nhan/video/7519071525308239111,English,Neutral,Design
Omg someone please take me there😭😭😭😭😭😭😭😭,9,jjong95,2025-06-23 21:40:49+00:00,https://www.tiktok.com/@j1w0nhan/video/7519071525308239111,English,Neutral,Other
Can we custom like lens -2 too,0,kesi.kewl,2025-11-09 07:11:38+00:00,https://www.tiktok.com/@j1w0nhan/video/7519071525308239111,Other,Neutral,Other
"Hi, may i know what type you bought?",0,mssnoopy7,2025-09-02 11:18:52+00:00,https://www.tiktok.com/@j1w0nhan/video/7519071525308239111,English,Neutral,Other
Ahh young k😭🔥,5,mis_yk,2025-06-23 19:03:41+00:00,https://www.tiktok.com/@j1w0nhan/video/7519071525308239111,Other,Neutral,Other
Why did it have to open up when i was already back home 😭,1,anisahhrasidi,2025-06-28 13:40:56+00:00,https://www.tiktok.com/@j1w0nhan/video/7519071525308239111,English,Neutral,Inquiry
위치 좀 빨리 알려주심 안돼나요?ㅠ,0,0wzxevn_,2025-06-28 15:58:52+00:00,https://www.tiktok.com/@j1w0nhan/video/7519071525308239111,Other,Neutral,Other
te hahaha @GIZELLE,0,nijntje_gurl,2025-06-25 18:03:15+00:00,https://www.tiktok.com/@j1w0nhan/video/7519071525308239111,Other,Neutral,Other
🥰🥰🥰,0,25byewik,2025-09-22 04:54:22+00:00,https://www.tiktok.com/@j1w0nhan/video/7519071525308239111,unknown,Neutral,Other
Kaaak ini yang Zehe bukan ya?,0,heyitsmerizka,2025-08-23 12:11:06+00:00,https://www.tiktok.com/@feerarchive/video/7536513184035851576,Malay/Indonesian,Neutral,Other
beli dimana kak,0,eriochromebteaj,2025-08-10 11:00:44+00:00,https://www.tiktok.com/@feerarchive/video/7536513184035851576,Malay/Indonesian,Neutral,Other
Which model is this,0,herewritten,2025-09-06 06:38:47+00:00,https://www.tiktok.com/@feerarchive/video/7536513184035851576,English,Neutral,Other
Looks like we are stanning the same thing here 😂 youngK in day6 at the same time seventeen too! 🥰,2,aicamk,2025-08-14 15:46:42+00:00,https://www.tiktok.com/@feerarchive/video/7536513184035851576,English,Neutral,Design
hi selebtok,0,kangyonkie,2025-08-10 05:30:53+00:00,https://www.tiktok.com/@feerarchive/video/7536513184035851576,Other,Neutral,Other
hi kak,0,fluffyciks,2025-08-10 09:45:12+00:00,https://www.tiktok.com/@feerarchive/video/7536513184035851576,Other,Neutral,Other
punya kaka agak longgar ga pas ngebukanya? gak seret gitu,0,khoinisaa,2025-08-20 13:24:49+00:00,https://www.tiktok.com/@feerarchive/video/7536513184035851576,Malay/Indonesian,Neutral,Other
hingg maju mundur mau beli karna mataku minussss,0,anpraat,2025-08-10 10:37:49+00:00,https://www.tiktok.com/@feerarchive/video/7536513184035851576,Malay/Indonesian,Neutral,Other
pop up di indo sampe kapan kak,0,becereuz,2025-08-10 03:01:21+00:00,https://www.tiktok.com/@feerarchive/video/7536513184035851576,Other,Neutral,Other
ini ada yg try on langsung di. temen2 yg berhijab kah? mau beli takut kegedean,0,nadhss2,2025-09-13 02:45:29+00:00,https://www.tiktok.com/@feerarchive/video/7536513184035851576,Malay/Indonesian,Neutral,Other
"Ka sorry salfok sama denimalznya, itu ukuran berapa ya buat petit?",0,toripuruesu24,2025-08-10 06:33:42+00:00,https://www.tiktok.com/@feerarchive/video/7536513184035851576,Malay/Indonesian,Neutral,Other
"Kk boleh tau gk, beli offline kah? Hadganya berpa ya?",0,ooliveoylee,2025-08-09 13:36:34+00:00,https://www.tiktok.com/@feerarchive/video/7536513184035851576,Malay/Indonesian,Neutral,Other
"hii kak, ini yg mana yaa kalo boleh tau?",0,hasnashaf,2025-08-22 11:43:55+00:00,https://www.tiktok.com/@feerarchive/video/7536513184035851576,Other,Neutral,Other
รุ่นไหนคะ,1,youaremylovelyy,2025-11-21 02:12:08+00:00,https://www.tiktok.com/@dcblazy/video/7550610714197642503,Other,Neutral,Other
พิกัดได้มั้ยคะ 🥹,1,thwexdrigo,2025-10-23 18:23:55+00:00,https://www.tiktok.com/@dcblazy/video/7550610714197642503,Other,Neutral,Other
แว่นมานี่ดิ๊,1,thayayaa,2025-09-16 09:43:55+00:00,https://www.tiktok.com/@dcblazy/video/7550610714197642503,Other,Neutral,Other
คุคิอาโนมาก,1,nines1903,2025-09-16 17:05:08+00:00,https://www.tiktok.com/@dcblazy/video/7550610714197642503,Other,Neutral,Other
ตัวกรอบที่เป็นใสๆใส่ไปนานๆแล้วเหลืองมั้ยคะตัวเอง,0,ycmmiyh3,2025-11-06 03:46:33+00:00,https://www.tiktok.com/@dcblazy/video/7550610714197642503,Other,Neutral,Other
สอบถามหน่อยค่ะ ใส่นานๆเจ็บหูไหมคะหรือใส่สบายโอเคเลย🥹,1,yuiyui_wrp,2025-09-21 13:18:26+00:00,https://www.tiktok.com/@dcblazy/video/7550610714197642503,Other,Neutral,Other
😻,1,pakornsammatat,2025-09-17 05:41:43+00:00,https://www.tiktok.com/@dcblazy/video/7550610714197642503,unknown,Neutral,Other
cara edit foto gini tu gmn sih gess,0,user5kvo9uqzcv,2025-10-10 11:38:15+00:00,https://www.tiktok.com/@dakawaiisu/video/7508241968217033991,Other,Neutral,Other
มันเข้ากับรูปหน้าไหมคะะ,0,lunawringfiz,2026-03-14 12:24:55+00:00,https://www.tiktok.com/@dakawaiisu/video/7508241968217033991,Other,Neutral,Other
ขออนุญาตสอบถามนะคะ พรีที่ไหนหรอคะ,2,do0_phy,2025-05-25 07:30:29+00:00,https://www.tiktok.com/@dakawaiisu/video/7508241968217033991,Other,Neutral,Other
ใส่นาน ๆ แล้วเจ็บหูมั้ยคะ,1,noeynoeiii,2025-05-29 12:38:35+00:00,https://www.tiktok.com/@dakawaiisu/video/7508241968217033991,Other,Neutral,Other
@BABYMUAY🫧 อยากได้,1,thica10g,2025-05-25 07:18:00+00:00,https://www.tiktok.com/@dakawaiisu/video/7508241968217033991,Other,Neutral,Other
🥰,0,memiimallow,2025-11-28 03:27:40+00:00,https://www.tiktok.com/@dakawaiisu/video/7508241968217033991,unknown,Neutral,Other
🥰,0,pare..jm,2025-10-24 06:28:51+00:00,https://www.tiktok.com/@dakawaiisu/video/7508241968217033991,unknown,Neutral,Other
is the lens removable?,1,imvisibie,2025-06-15 12:41:18+00:00,https://www.tiktok.com/@breewonggg/video/7478155532432346375,English,Neutral,Other
😏😏😏,0,u5jv82i1207,2025-05-18 11:57:57+00:00,https://www.tiktok.com/@breewonggg/video/7478155532432346375,unknown,Neutral,Other
Вот там купила очки за 11 тысяч ) линзы классные,0,sultanka27,2026-07-28 23:57:18+00:00,https://www.tiktok.com/@lliska_/video/7657596356969762069,Other,Neutral,Other
Здравствуйте! Подскажите пожалуйста где брали?,1,angelika8541,2026-07-02 01:57:46+00:00,https://www.tiktok.com/@lliska_/video/7657596356969762069,Other,Neutral,Other
Я тебя люблю.❤️❤️,0,john7mo,2026-07-01 22:03:39+00:00,https://www.tiktok.com/@lliska_/video/7657596356969762069,Other,Neutral,Other
как можно заказать?,0,naz.irg,2026-07-02 05:16:03+00:00,https://www.tiktok.com/@lliska_/video/7657596356969762069,Other,Neutral,Other
А как с размером разобрались?,0,nadiiakim,2026-07-02 13:06:05+00:00,https://www.tiktok.com/@lliska_/video/7657596356969762069,Other,Neutral,Other
Тебе потому что все очки идут 🙄,0,_k11.21,2026-07-02 03:01:09+00:00,https://www.tiktok.com/@lliska_/video/7657596356969762069,Other,Neutral,Other
"Здравствуйте, не подскажите где брали пижамку ?",0,katy19233,2026-07-02 00:56:20+00:00,https://www.tiktok.com/@lliska_/video/7657596356969762069,Other,Neutral,Other
А цена?,0,yerkekyyz,2026-07-01 21:24:17+00:00,https://www.tiktok.com/@lliska_/video/7657596356969762069,Other,Neutral,Other
Разговорный видос 😳,0,pupkina1957,2026-07-02 05:25:57+00:00,https://www.tiktok.com/@lliska_/video/7657596356969762069,Other,Neutral,Other
мне показалось или зеркало с трещиной😶,0,ass.ti.all,2026-07-02 02:39:54+00:00,https://www.tiktok.com/@lliska_/video/7657596356969762069,Other,Neutral,Other
👍👍👍👌👌👌🙏🙏🙏,0,user474886530549,2026-07-01 17:01:36+00:00,https://www.tiktok.com/@lliska_/video/7657596356969762069,unknown,Neutral,Other
😁😁😁,0,whoisthisvaleria,2026-07-06 17:22:08+00:00,https://www.tiktok.com/@lliska_/video/7657596356969762069,unknown,Neutral,Other
masih ada ngga kak?,0,lillaysh,2026-07-26 02:49:25+00:00,https://www.tiktok.com/@dreamstuff01/video/7557957952611601720,Malay/Indonesian,Neutral,Other
ka masiih ga?😭 mmauu plic😭,1,natacolintou,2026-01-25 15:32:36+00:00,https://www.tiktok.com/@dreamstuff01/video/7557957952611601720,Other,Neutral,Other
ya ampun baru liat.. 😭 mau ini,0,v1rgi_9,2025-10-26 13:15:04+00:00,https://www.tiktok.com/@dreamstuff01/video/7557957952611601720,Malay/Indonesian,Neutral,Other
mauu jugaa 😭...beli di mana Kak,0,sarah_norddin,2025-10-06 10:15:51+00:00,https://www.tiktok.com/@dreamstuff01/video/7557957952611601720,Malay/Indonesian,Neutral,Other
kak masih ada gaa? lagi nyari kacamata ini😭😭,1,yedluvv,2025-10-06 10:50:25+00:00,https://www.tiktok.com/@dreamstuff01/video/7557957952611601720,Malay/Indonesian,Neutral,Other
brpaan ini kak? ori?,0,dhrnl.z,2025-10-06 05:50:15+00:00,https://www.tiktok.com/@dreamstuff01/video/7557957952611601720,Malay/Indonesian,Neutral,Other
ka aku ijin ambil foto marknomin yah🥹🙏,0,aneclav,2025-11-17 15:27:41+00:00,https://www.tiktok.com/@dreamstuff01/video/7557957952611601720,Other,Neutral,Other
bisa request lensa minus gk ya kak?,1,vit.je,2025-10-06 04:54:42+00:00,https://www.tiktok.com/@dreamstuff01/video/7557957952611601720,Other,Neutral,Other
สั่งได้ที่ไหนคะ,1,gigiesinphiw,2026-05-18 05:17:57+00:00,https://www.tiktok.com/@narakthings2/video/7624010813354822932,Other,Neutral,Other
Ohh I’ve been thinking about getting some new sunglasses!,1,_luccyy0,2026-02-21 09:34:35+00:00,https://www.tiktok.com/@deklettt/video/7609244716084858135,English,Neutral,Other
They are really affordable!,1,remadeinkorea,2026-02-23 13:44:13+00:00,https://www.tiktok.com/@deklettt/video/7609244716084858135,English,Neutral,Other
ahh I have to check this out! I love the ones you bought 🥰,1,livia_jade,2026-02-21 09:49:13+00:00,https://www.tiktok.com/@deklettt/video/7609244716084858135,English,Neutral,Other
So cuteeeee,1,icacaforu,2026-02-21 16:52:35+00:00,https://www.tiktok.com/@deklettt/video/7609244716084858135,Other,Neutral,Design
The first glasses look SO GOOD on u 💗,0,unfilteredglow1,2026-02-26 10:45:35+00:00,https://www.tiktok.com/@deklettt/video/7609244716084858135,English,Neutral,Design
uwooooo✨✨✨,0,nisnap2,2026-01-09 08:28:34+00:00,https://www.tiktok.com/@reclow_id/video/7593232183360343303,Other,Neutral,Other
HOW IS THIS JUST A 'rushed edit'EXCUSE ME????HOW,11902,wanna.be.artist._,2022-05-25 19:06:46+00:00,https://www.tiktok.com/@reclowe/video/7101693975282633989,English,Neutral,Inquiry
The whole vid be like:🚪🏃‍♀️*teleport backrooms*🚪🙇‍♀️🙍‍♀️,5551,wnfia,2022-05-27 03:23:06+00:00,https://www.tiktok.com/@reclowe/video/7101693975282633989,English,Neutral,Other
day 56 of asking to colab,1026,sauqec,2022-05-25 16:22:04+00:00,https://www.tiktok.com/@reclowe/video/7101693975282633989,English,Neutral,Other
The coloring did not eat...,1287,reclowe,2022-05-25 15:20:22+00:00,https://www.tiktok.com/@reclowe/video/7101693975282633989,English,Neutral,Other
GIRLLL YOURE SO UNDERRATED WHAT,2381,hxidii_,2022-05-27 01:38:52+00:00,https://www.tiktok.com/@reclowe/video/7101693975282633989,English,Neutral,Other
This is still an AMAZING EDIT YEARS LATER 😭,2,avsv._.vvw,2026-07-13 12:41:12+00:00,https://www.tiktok.com/@reclowe/video/7101693975282633989,English,Neutral,Other
Back rooms???,7,llizbethg4,2022-07-20 16:52:48+00:00,https://www.tiktok.com/@reclowe/video/7101693975282633989,English,Neutral,Other
Daily reminder: y’all are all beautiful ^^ <3,747,mxnst3r4,2022-06-17 22:38:10+00:00,https://www.tiktok.com/@reclowe/video/7101693975282633989,English,Neutral,Design
OMG ATE I LOVE IT UR EDITS OMG,363,user826362851551,2022-05-25 17:04:14+00:00,https://www.tiktok.com/@reclowe/video/7101693975282633989,English,Neutral,Other
This is my favorite edit it’s so good,21,nashteman10,2022-07-30 03:44:49+00:00,https://www.tiktok.com/@reclowe/video/7101693975282633989,English,Neutral,Quality
RUSHED?? THSIIS SO BEAUTIFUL,17,al0haxaves,2022-11-13 23:50:09+00:00,https://www.tiktok.com/@reclowe/video/7101693975282633989,Other,Neutral,Design
EYYO THIS IS COOL,67,jestienajaa,2022-05-27 02:33:50+00:00,https://www.tiktok.com/@reclowe/video/7101693975282633989,English,Neutral,Design
SLAAAAY,172,mcz7ln,2022-05-26 06:57:19+00:00,https://www.tiktok.com/@reclowe/video/7101693975282633989,Other,Neutral,Other
Sin una pierna pero al nivel 2,13001,ari_0395,2022-05-26 20:23:55+00:00,https://www.tiktok.com/@reclowe/video/7101693975282633989,Other,Neutral,Other
da bevor sie fame wird,340,cupcakkes.paapi,2022-05-25 16:41:20+00:00,https://www.tiktok.com/@reclowe/video/7101693975282633989,Other,Neutral,Other
"EYYY irgendwann wirst du so hard berühmt i mean guck mal deine edits und ich werde einfach so stolz sein dich so lange zu,,kennen""",495,lena_.kls,2022-05-25 15:45:11+00:00,https://www.tiktok.com/@reclowe/video/7101693975282633989,Other,Neutral,Other
Le backrooms sono una parte della mia vita.,113,..cocoschqlrs,2022-05-27 10:48:28+00:00,https://www.tiktok.com/@reclowe/video/7101693975282633989,Other,Neutral,Other
att ya vrm une fin à SCP 3008 !?,21,v_._nxx,2022-06-29 12:25:22+00:00,https://www.tiktok.com/@reclowe/video/7101693975282633989,Other,Neutral,Price
Aquí antes de que se vuelva una ariana xd,144,marlynffer,2022-05-26 16:41:51+00:00,https://www.tiktok.com/@reclowe/video/7101693975282633989,Other,Neutral,Other
Pero en el lugar donde comenzaste era un lugar SCP No un bakroom,89,carminitoacmilan2,2022-05-27 12:13:41+00:00,https://www.tiktok.com/@reclowe/video/7101693975282633989,Other,Neutral,Other
